Meta-Data
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'Undergraduate Internship' with Course ID 48490 and Section A offers 3.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Arscott located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'Internship (MS & PhD)' with Course ID 48704 and Section R offers 0-18 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Cochran, Lee, Bard, Loftness, Krishnamurti, Cupkova, Cardoso Llach located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'Sustainable Design Synthesis Prep' with Course ID 48731 and Section A offers 1-18 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Cochran located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'Sustainable Design Synthesis Prep' with Course ID 48731 and Section B offers 1-18 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'Sustainable Design Synthesis' with Course ID 48732 and Section A offers 01224 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Cupkova located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'Master's Independent Study' with Course ID 48736 and Section A offers 0-99 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Loftness located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'Master's Independent Study' with Course ID 48736 and Section B offers 0-99 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Rehman, Cardoso Llach located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'Master's Independent Study' with Course ID 48736 and Section C offers 0-99 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Lee, Cochran located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'Thesis/Project' with Course ID 48769 and Section C offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Cardoso Llach located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'MAAD Research by Design Project' with Course ID 48785 and Section A offers 18.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'M.S. Project' with Course ID 48791 and Section A offers 0-99 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Krishnamurti, Kim located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'Ph.D. Independent Study' with Course ID 48792 and Section A offers 0-99 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Rehman located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'Ph.D. Thesis' with Course ID 48793 and Section A offers 0-99 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'Graduate Reading and Research' with Course ID 48794 and Section A offers 53648 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Architecture, the subject titled 'Graduate Reading and Research' with Course ID 48794 and Section R offers 53648 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Art, the subject titled 'Art History/Theory Independent Study' with Course ID 60399 and Section A offers 9.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Art, the subject titled 'Studio Independent Study' with Course ID 60499 and Section A offers 5-10 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Cato located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Art, the subject titled 'Internship' with Course ID 60590 and Section A offers 1-9 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Cato located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Biological Sciences, the subject titled 'Tropical Ecology' with Course ID 60590 and Section S offers 1-9 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biological Sciences, the subject titled 'Basic Science to Modern Medicine' with Course ID 03132 and Section S offers 9.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 02:00PM and 03:20PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Mccartney located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of Biological Sciences, the subject titled 'Independent Study' with Course ID 03210 and Section R offers 1-12 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Willard located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biological Sciences, the subject titled 'Undergraduate Research' with Course ID 03445 and Section S offers 1-18 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Willard located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biological Sciences, the subject titled 'Undergraduate Research' with Course ID 03445 and Section W offers 1-18 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Biological Sciences, the subject titled 'Undergraduate Research' with Course ID 03445 and Section X offers 1-18 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Biological Sciences, the subject titled 'Undergraduate Research' with Course ID 03445 and Section Y offers 1-18 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Biological Sciences, the subject titled 'Biotechnology or Biopharmaceutical Engineering Internship' with Course ID 03600 and Section A offers 3.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor McGuier, Brasier located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Biological Sciences, the subject titled 'MS Research' with Course ID 03699 and Section A offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Brasier located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Biological Sciences, the subject titled 'MS Research' with Course ID 03699 and Section R offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Brasier located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Biological Sciences, the subject titled 'MS Thesis Research' with Course ID 03700 and Section A offers 6-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Brasier located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biological Sciences, the subject titled 'MS Thesis Research' with Course ID 03700 and Section R offers 6-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Brasier located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biological Sciences, the subject titled 'Doctoral Thesis Research' with Course ID 03900 and Section A offers 5-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Hinman located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biological Sciences, the subject titled 'Doctoral Thesis Research' with Course ID 03900 and Section R offers 5-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Hinman located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biomedical Engineering, the subject titled 'Junior BME Research Project' with Course ID 42300 and Section A offers 3-12 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Zapanta located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biomedical Engineering, the subject titled 'Senior BME Research Project' with Course ID 42400 and Section A offers 3-18 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Zapanta located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biomedical Engineering, the subject titled 'Practicum in Biomedical Engineering' with Course ID 42790 and Section A offers 12.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Chalacheva located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biomedical Engineering, the subject titled 'Directed Study' with Course ID 42799 and Section A offers 3-9 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Rakach located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biomedical Engineering, the subject titled 'Tissue Engineering' with Course ID 42882 and Section A offers 12.0 units. The Class meets Wednesday between 07:00PM and 08:30PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Palchesko located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of Biomedical Engineering, the subject titled 'M.S. Research' with Course ID 42890 and Section R offers 9-48 4 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Rakach located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biomedical Engineering, the subject titled 'M.S. Research Final Report' with Course ID 42899 and Section A offers 0.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Rakach located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biomedical Engineering, the subject titled 'Ph.D. Thesis Research' with Course ID 42990 and Section R offers 3-48 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Rakach located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biomedical Engineering, the subject titled 'Ph.D. Qualifying Examination' with Course ID 42997 and Section A offers 0.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Chase located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biomedical Engineering, the subject titled 'Ph.D. Proposal' with Course ID 42998 and Section A offers 0.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Rakach located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Biomedical Engineering, the subject titled 'Ph.D Thesis Defense' with Course ID 42999 and Section A offers 0.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Rakach located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Designing and Leading a Business CAP-S' with Course ID 42999 and Section M offers 0.0 units. The Class meets Wednesday between 08:15PM and 09:30PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Markovitz located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Product Management for and by Product Managers:' with Course ID 45985 and Section NA offers 12.0 units. The Class meets Day not scheduled between NA and NA ET. Students attend lectures at the NA location,led by experienced instructor NA located in Building NA, Room None."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Product Management for and by Product Managers' with Course ID 45985 and Section M offers 12.0 units. The Class meets Tuesday between 07:00PM and 09:45PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Derdenger located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Management Game:' with Course ID 45990 and Section NA offers 12.0 units. The Class meets Day not scheduled between NA and NA ET. Students attend lectures at the NA location,led by experienced instructor NA located in Building NA, Room None."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Management Game' with Course ID 45990 and Section M offers 12.0 units. The Class meets Wednesday between 08:30PM and 09:45PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Lamont located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Management Game:' with Course ID 45990 and Section NA offers 12.0 units. The Class meets Day not scheduled between NA and NA ET. Students attend lectures at the NA location,led by experienced instructor NA located in Building NA, Room None."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Management Game' with Course ID 45990 and Section O offers 12.0 units. The Class meets Wednesday between 07:00PM and 08:15PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Lamont located in Building CMU, Room REMOTE."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Internship Practicum' with Course ID 45999 and Section A offers 3.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Hermann located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'MSCF Summer Internship' with Course ID 46999 and Section M offers 3.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the New York, New York location,led by experienced instructor Simon, Paljevic located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Tepper PhD' with Course ID 47900 and Section M offers 1-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Graduate Reading & Research' with Course ID 47995 and Section M offers 1236 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Rapp located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Tepper PhD Internship' with Course ID 47998 and Section M offers 3-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Shourideh located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Optimization for Business:' with Course ID 70257 and Section NA offers 9.0 units. The Class meets Day not scheduled between NA and NA ET. Students attend lectures at the NA location,led by experienced instructor NA located in Building NA, Room None."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Optimization for Business' with Course ID 70257 and Section S offers 9.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 03:30PM and 04:50PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Shen located in Building TEP, Room 2612."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Organizational Behavior' with Course ID 70311 and Section S offers 9.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 09:30AM and 10:50AM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building TEP, Room 2612."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Operations Management' with Course ID 70371 and Section S offers 9.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 12:30PM and 01:50PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building TEP, Room 2701."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Marketing I:' with Course ID 70381 and Section NA offers 9.0 units. The Class meets Day not scheduled between NA and NA ET. Students attend lectures at the NA location,led by experienced instructor NA located in Building NA, Room None."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'TBA' with Course ID 70381 and Section S offers 9.0 units. The Class meets Monday Tuesday Wednesday Thursday Friday between 02:00PM and 03:20PM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Feng located in Building TEP, Room 2612."
"In Semester Summer One(All) 2024, from the department of Business Administration, the subject titled 'Topics in Entrepreneurship' with Course ID 70417 and Section W offers 9.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor Hakim located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of CIT Interdisciplinary, the subject titled 'CIT Internship' with Course ID 70417 and Section A offers 9.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of CIT Interdisciplinary, the subject titled 'CIT Leadership Independent Study' with Course ID 39405 and Section A offers 9.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Murphy located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of CIT Interdisciplinary, the subject titled 'Honors Research Project:' with Course ID 39500 and Section NA offers 1-36 units. The Class meets Day not scheduled between NA and NA ET. Students attend lectures at the NA location,led by experienced instructor NA located in Building NA, Room None."
"In Semester Summer One(All) 2024, from the department of CIT Interdisciplinary, the subject titled 'CIT Honors Research Project' with Course ID 39500 and Section A offers 1-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Larsen located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of CIT Interdisciplinary, the subject titled 'Masters EST&P Project:' with Course ID 39660 and Section NA offers VAR units. The Class meets Day not scheduled between NA and NA ET. Students attend lectures at the NA location,led by experienced instructor NA located in Building NA, Room None."
"In Semester Summer One(All) 2024, from the department of CIT Interdisciplinary, the subject titled 'EST&P Project Course' with Course ID 39660 and Section A offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Salvador located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer UG Research Apprenticeship' with Course ID 39660 and Section A offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Bernazzoli located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer UG Research Apprenticeship' with Course ID 39660 and Section W offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor Bruder located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer UG Research Apprenticeship' with Course ID 39660 and Section WW offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor Instructor TBA located in Building TBA, Room None."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer UG Research Apprenticeship' with Course ID 39660 and Section WY offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor Feo Flushing located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer UG Research Apprenticeship' with Course ID 39660 and Section WZ offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor AAZAM located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer UG Research Apprenticeship' with Course ID 39660 and Section X offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor Sharma located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer UG Research Apprenticeship' with Course ID 39660 and Section XX offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor Bouamor located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer UG Research Apprenticeship' with Course ID 39660 and Section Y offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor Safak located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer UG Research Apprenticeship' with Course ID 39660 and Section YY offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer UG Research Apprenticeship' with Course ID 39660 and Section Z offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer UG Research Apprenticeship' with Course ID 39660 and Section ZZ offers VAR units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor Instructor TBA located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer Directed Study' with Course ID 99405 and Section A offers 3-12 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Mozisek located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer Research' with Course ID 99409 and Section A offers 1.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Mozisek located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer Internship' with Course ID 99411 and Section A offers 9-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Mozisek located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer Internship' with Course ID 99411 and Section W offers 9-36 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Doha, Qatar location,led by experienced instructor Mitchell located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Summer Internship' with Course ID 99412 and Section A offers 1.0 units. The Class meets Schedule will be added between NA and NA ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Mozisek located in Building DNM, Room DNM."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'Collaborative Research through Projects:' with Course ID 99520 and Section NA offers VAR units. The Class meets Day not scheduled between NA and NA ET. Students attend lectures at the NA location,led by experienced instructor NA located in Building NA, Room None."
"In Semester Summer One(All) 2024, from the department of Carnegie Mellon University-Wide Studies, the subject titled 'From the Pearl of Arabia to the City of Steel: Image, Place, and Meaning' with Course ID 99520 and Section A offers VAR units. The Class meets Monday Tuesday Wednesday between 09:30AM and 10:50AM ET. Students attend lectures at the Pittsburgh, Pennsylvania location,led by experienced instructor Mitchell, Vitone located in Building DNM, Room DNM."
